Life Time Dive #: 1
PDC Model: OCi
PDC Serial #: 123456
PDC Dive #: 1
Dive Date: 08/15/2013
Dive Time: 08:20
Dive Mode: Normal
Surface Interval: 00:01
Max. Depth: 105 FT
Elapsed Dive Time: 16 min.
Min. Temperature: 50 F

Cylinder Size: 
Working Pressure: 
Start Pressure: 2999 PSI
End Pressure: 2885 PSI
SAC: 0 PSI/Min
FO2: 25%
N1: 0.
N2: 0.
N3: 0.
N4: 0.
N5: 0.
N6: 0.
N7: 0.
N8: 0.
N9: 0.
N10: 0.
OTUD: 0.
OTUS: 0.
Dive Sample Rate: 
Dive Data Type: PDC Modified
 
-------------------------------------------------------------------------------
Dive Profile
-------------------------------------------------------------------------------
Elapsed Dive Time (hr:min),Depth(FT),Nitrogen Bar Graph,Oxygen Bar Graph,Ascent Rate(FPM),Air Time Remaining,Dive Time Remaining,Deco Time (hr:min),Stop Depth(FT),Temperature(F),PO2,Tank,Pressure Reading(PSI),Link Status,Dive Status
00:08:18,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:20,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:22,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:24,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:26,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:28,80.,2,0,(0-20),>= 60,00:34,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:30,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:32,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:34,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:36,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:38,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:40,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:42,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:44,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:46,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:48,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:50,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:52,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:54,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:56,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:08:58,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:00,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:02,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:04,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:06,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:08,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:10,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:12,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:14,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:16,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:18,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:20,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:22,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:24,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:26,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:28,80.,2,0,(0-20),>= 60,00:33,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:30,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:32,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:34,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:36,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:38,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:40,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:42,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:44,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:46,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:48,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:50,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:52,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:54,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:56,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:09:58,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:00,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:02,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:04,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:06,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:08,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:10,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:12,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:14,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:16,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:18,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:20,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:22,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:24,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:26,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:28,80.,2,0,(0-20),>= 60,00:32,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:30,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:32,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:34,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:36,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:38,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:40,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:42,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:44,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:46,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:48,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:50,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:52,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:54,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:56,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:10:58,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:00,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:02,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:04,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:06,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:08,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:10,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:12,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:14,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:16,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:18,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:20,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:22,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:24,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:26,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:28,80.,2,0,(0-20),>= 60,00:31,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:30,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:32,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:34,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:36,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:38,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:40,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:42,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:44,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:46,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:48,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:50,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:52,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:54,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:56,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:11:58,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:00,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:02,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:04,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:06,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:08,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:10,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:12,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:14,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:16,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:18,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:20,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:22,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:24,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:26,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:28,80.,2,0,(0-20),>= 60,00:30,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:30,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:32,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:34,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:36,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:38,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:40,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:42,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:44,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:46,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:48,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:50,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:52,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:54,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:56,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:12:58,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:00,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:02,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:04,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:06,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:08,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:10,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:12,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:14,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:16,80.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.86,N/A,N/A,N/A,
00:13:18,79.,2,0,(0-20),>= 60,00:29,0:00,0,51,0.85,N/A,N/A,N/A,
00:13:20,77.,2,0,(21-30),>= 60,00:31,0:00,0,51,0.83,N/A,N/A,N/A,
00:13:22,75.,2,0,(51-60),>= 60,00:34,0:00,0,51,0.82,N/A,N/A,N/A,
00:13:24,73.,2,0,(51-60),>= 60,00:37,0:00,0,51,0.80,N/A,N/A,N/A,
00:13:26,71.,2,0,(51-60),>= 60,00:39,0:00,0,51,0.79,N/A,N/A,N/A,
00:13:28,70.,2,0,(51-60),>= 60,00:42,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:30,70.,2,5,(21-30),>= 60,00:42,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:32,70.,2,0,(0-20),>= 60,00:42,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:34,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:36,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:38,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:40,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:42,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:44,70.,2,0,(0-20),>= 60,00:41,0:00,0,51,0.78,N/A,N/A,N/A,
00:13:46,68.,2,0,(0-20),>= 60,00:43,0:00,0,51,0.77,N/A,N/A,N/A,
00:13:48,66.,2,0,(41-50),>= 60,00:46,0:00,0,51,0.75,N/A,N/A,N/A,
00:13:50,64.,2,0,(51-60),>= 60,00:49,0:00,0,51,0.73,N/A,N/A,N/A,
00:13:52,62.,2,0,(51-60),>= 60,00:53,0:00,0,51,0.72,N/A,N/A,N/A,
00:13:54,60.,2,0,(26-30),>= 60,00:57,0:00,0,51,0.70,N/A,N/A,N/A,
00:13:56,59.,2,0,>30,>= 60,01:03,0:00,0,51,0.70,N/A,N/A,N/A,
00:13:58,58.,2,0,>30,>= 60,01:06,0:00,0,51,0.69,N/A,N/A,N/A,
00:14:00,57.,2,0,(26-30),>= 60,01:10,0:00,0,51,0.68,N/A,N/A,N/A,
00:14:02,56.,2,0,(26-30),>= 60,01:14,0:00,0,51,0.67,N/A,N/A,N/A,
00:14:04,55.,2,0,(26-30),>= 60,01:18,0:00,0,51,0.67,N/A,N/A,N/A,
00:14:06,54.,2,0,(26-30),>= 60,01:24,0:00,0,51,0.66,N/A,N/A,N/A,
00:14:08,53.,2,0,(26-30),>= 60,01:30,0:00,0,51,0.65,N/A,N/A,N/A,
00:14:10,52.,2,0,(26-30),>= 60,01:37,0:00,0,51,0.64,N/A,N/A,N/A,
00:14:12,51.,2,0,(26-30),>= 60,01:41,0:00,0,51,0.64,N/A,N/A,N/A,
00:14:14,50.,2,0,(26-30),>= 60,01:46,0:00,0,51,0.63,N/A,N/A,N/A,
00:14:16,49.,2,0,(26-30),>= 60,01:51,0:00,0,51,0.62,N/A,N/A,N/A,
00:14:18,48.,2,0,(26-30),>= 60,01:56,0:00,0,51,0.61,N/A,N/A,N/A,
00:14:20,47.,2,0,(26-30),>= 60,02:02,0:00,0,51,0.61,N/A,N/A,N/A,
00:14:22,46.,2,0,(26-30),>= 60,02:09,0:00,0,51,0.60,N/A,N/A,N/A,
00:14:24,45.,2,0,(26-30),>= 60,02:17,0:00,0,51,0.59,N/A,N/A,N/A,
00:14:26,44.,2,0,(26-30),>= 60,02:26,0:00,0,51,0.58,N/A,N/A,N/A,
00:14:28,43.,2,0,(26-30),>= 60,02:37,0:00,0,51,0.58,N/A,N/A,N/A,
00:14:30,42.,2,0,(26-30),>= 60,02:49,0:00,0,51,0.57,N/A,N/A,N/A,
00:14:32,41.,2,0,(26-30),>= 60,03:02,0:00,0,51,0.56,N/A,N/A,N/A,
00:14:34,40.,2,0,(26-30),>= 60,03:14,0:00,0,51,0.55,N/A,N/A,N/A,
00:14:36,39.,2,0,(26-30),>= 60,03:27,0:00,0,51,0.55,N/A,N/A,N/A,
00:14:38,38.,2,0,(26-30),>= 60,03:42,0:00,0,51,0.54,N/A,N/A,N/A,
00:14:40,37.,2,0,(26-30),>= 60,04:00,0:00,0,51,0.53,N/A,N/A,N/A,
00:14:42,36.,2,0,(26-30),>= 60,04:22,0:00,0,51,0.52,N/A,N/A,N/A,
00:14:44,35.,2,0,(26-30),>= 60,04:46,0:00,0,51,0.52,N/A,N/A,N/A,
00:14:46,34.,2,0,(26-30),>= 60,05:10,0:00,0,51,0.51,N/A,N/A,N/A,
00:14:48,33.,2,0,(26-30),>= 60,05:39,0:00,0,51,0.50,N/A,N/A,N/A,
00:14:50,32.,2,0,(26-30),>= 60,06:16,0:00,0,51,0.49,N/A,N/A,N/A,
00:14:52,31.,2,0,(26-30),>= 60,06:51,0:00,0,51,0.48,N/A,N/A,N/A,
00:14:54,30.,2,0,(26-30),>= 60,07:28,0:00,0,51,0.48,N/A,N/A,N/A,
00:14:56,29.,2,0,(26-30),>= 60,08:13,0:00,0,51,0.47,N/A,N/A,N/A,
00:14:58,28.,2,0,(26-30),>= 60,09:11,0:00,0,51,0.46,N/A,N/A,N/A,
00:15:00,27.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.45,N/A,N/A,N/A,
00:15:02,26.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.45,N/A,N/A,N/A,
00:15:04,25.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.44,N/A,N/A,N/A,
00:15:06,24.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.43,N/A,N/A,N/A,
00:15:08,23.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.42,N/A,N/A,N/A,
00:15:10,22.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.42,N/A,N/A,N/A,
00:15:12,21.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.41,N/A,N/A,N/A,
00:15:14,20.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.40,N/A,N/A,N/A,
00:15:16,19.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.39,N/A,N/A,N/A,
00:15:18,18.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.39,N/A,N/A,N/A,
00:15:20,17.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.38,N/A,N/A,N/A,
00:15:22,16.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.37,N/A,N/A,N/A,
00:15:24,15.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.36,N/A,N/A,N/A,
00:15:26,14.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.36,N/A,N/A,N/A,
00:15:28,13.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.35,N/A,N/A,N/A,
00:15:30,12.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.34,N/A,N/A,N/A,
00:15:32,11.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.33,N/A,N/A,N/A,
00:15:34,10.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.33,N/A,N/A,N/A,
00:15:36,9.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.32,N/A,N/A,N/A,
00:15:38,8.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.31,N/A,N/A,N/A,
00:15:40,7.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.30,N/A,N/A,N/A,
00:15:42,6.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.30,N/A,N/A,N/A,
00:15:44,5.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.29,N/A,N/A,N/A,
00:15:46,4.,2,0,(26-30),>= 60,09:59,0:00,0,51,0.28,N/A,N/A,N/A,
 
